Blog	small	almost	yet	remember	course	wanted	whole	ready	soon	morning	making	change	doesn	maybe	someone	open	free	coming	anything	finally	believe	myself	ago	able	far	makes	yes	job	person	call	tell	decided	show	must	sometimes	couple	kind	name	wasn	set	pretty	stop	weeks	seems	asked	along	kids	story	high	run	months	heart	given	knew	become	short	food	saw	experience	close	live	real	else	used	idea	between	watch	less	told	girl	pictures	play	won	wait	city	seen	bad	probably	nice	reading	fact	true	quite	summer	early	group	words	book	month	however	ask	head	leave	wonderful	talk	thinking	children	wrong	special	team	com	excited	rest	guess	outside	easy	often	loved	water	hand	under	visit	picture	felt	god	means	car	enjoy	side	write	mom	thanks	lost	stay	weekend	turn	gone	line	moment	several	hear	oh	move	mean	favorite	running	others	amp	gave	goes	beautiful	comes	isn	spent	christmas	young	face	check	watching	walk	share	needed	parents	rather	future	half	sunday	late	talking	care	bring	taken	anyone	money	important	top	order	living	perfect	dinner	number	behind	looked	reason	playing	taking	although	mother	instead	couldn	above	thank	please	birthday	baby	problem	father	news	fall	minutes	heard	either	break	feeling	meet	across	friday	matter	spend	fast	son	drive	takes	eat	seem	single	gets	brought	tried	music	turned	lives	possible	forward	looks	eyes	happened	busy	haven	miss	road	yesterday	lots	learn	huge	stuff	using	amazing	interesting	hour	saturday	sense	cold	understand	giving	table	four	st	step	knows	light	trip	return	guy	men	case	local	near	project	happen	simply	hold	yourself	area	especially	dad	says	needs	hit	books	john	list	plan	form	question	students	red	recently	worked	inside	continue	usually	hands	opportunity	simple	class	whether	power	age	chance	whatever	longer	white	women	following	video	party	http	met	entire	self	funny	kept	moved	bed	cute	b	wish	cannot	against	park	quickly	known	certain	etc	view	waiting	ones	service	saying	wants	lunch	store	questions	child	date	pick	anyway	www	grow	pain	works	gift	example	support	public	including	cool	feet	five	final	main	writing	moving	research	worth	similar	e	proud	sweet	fear	perhaps	green	strong	crazy	due	country	large	church	game	based	wouldn	below	upon	event	x	front	exactly	fine	body	sleep	ran	season	lead	minute	ground	pass	company	turns	poor	boy	tomorrow	state	wife	available	weather	sister	deal	husband	attention	girls	middle	themselves	woman	issues	air	truly	dream	issue	within	college	style	problems	present	slow	word	received	art	thoughts	super	normal	changed	ways	passed	places	third	filled	current	information	fire	link	stand	email	sun	mostly	finish	seeing	written	guys	black	town	except	program	tv	death	page	regular	finished	add	hot	song	human	beyond	facebook	answer	forget	loves	changes	travel	process	coffee	born	america	evening	missing	sitting	happens	blue	okay	community	moments	faith	himself	growing	field	blood	buy	follow	difficult	arrived	sort	awesome	held	street	website	walking	nearly	deep	sit	july	smile	movie	monday	clear	eating	mentioned	daily	further	asking	helped	phone	driving	quick	choice	november	door	ok	ended	non	learned	american	telling	key	sorry	afternoon	wonder	beginning	cut	figure	wrote
Molly's World	1	1	0	1	0	5	1	0	0	2	1	0	2	0	2	0	0	0	1	2	1	0	3	3	1	0	0	0	2	0	1	5	1	0	0	1	1	0	0	1	2	0	2	0	1	0	3	1	2	0	1	0	0	0	0	1	0	2	1	1	0	0	2	1	0	0	2	0	1	6	2	2	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	1	2	0	1	0	0	5	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	9	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	2	2	1	0	0	0	1	7	2	0	1	0	0	0	0	0	0	1	0	2	0	0	1	1	1	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	1	1	0	3	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	7	0	0	1	0	1	1	0	0	0	3	4	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	1	0	1	0	5	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	2	2	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	1	0	0	0	0	2	0	2	0	1	0	0	0	1	0	0	0	2	0	0
The Bec-ster	1	3	3	1	0	2	2	6	0	1	0	1	2	0	1	1	0	0	0	3	0	0	1	0	1	1	2	2	1	1	0	2	0	0	1	0	0	0	0	0	2	2	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	5	2	1	0	2	0	0	1	0	1	0	1	1	6	0	0	0	12	0	0	0	0	2	1	0	0	1	0	2	2	0	0	0	2	0	1	0	2	0	0	0	1	1	0	0	0	4	0	0	1	1	1	1	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	1	2	1	0	4	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	1	0	0	1	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	3	0	1	1	0	1	0	3	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	1
I Am Not Hamlet	1	1	7	1	2	1	2	0	2	1	0	4	5	1	8	2	0	1	6	3	2	2	2	2	1	1	2	0	4	1	1	0	2	0	0	1	2	1	7	0	1	1	1	2	4	1	0	2	1	0	0	2	2	1	0	3	3	0	1	1	4	1	3	4	2	1	0	6	6	0	0	1	3	1	0	1	3	5	0	0	6	2	5	1	0	0	0	0	2	3	1	1	0	2	2	1	4	2	0	0	0	1	0	0	0	0	2	0	1	1	0	0	2	0	8	3	1	1	1	3	0	4	0	1	1	0	2	2	0	2	0	0	2	1	1	0	1	0	0	1	1	5	4	2	0	1	1	1	0	1	0	2	1	2	1	3	4	0	3	6	4	4	3	1	2	2	0	1	1	0	6	1	0	3	0	0	1	1	2	2	2	1	1	1	0	3	3	8	2	2	1	5	1	1	0	2	0	0	3	0	3	2	1	0	2	1	1	2	2	3	4	1	2	0	1	0	1	0	1	0	0	1	0	2	0	0	0	0	0	1	3	2	1	1	3	2	1	1	0	3	3	1	2	4	0	0	0	1	0	0	2	0	2	2	1	0	1	1	0	1	1	1	0	1	3	2	0	3	0	1	2	2	1	0	0	3	2	3	1	2	6	1	0	3	1	1	3	1	0	0	2	1	2	1	0	0	1	0	0	0	3	0	0	2	0	0	4	1	3	1	0	1	1	1	2	0	0	5	0	2	7	2	5	1	2	3	3	0	5	2	0	0	1	0	0	4	0	1	0	0	2	3	0	0	0	1	2	0	9	1	0	2	1	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	1	2	1	0	5	4	1	0	1	0	0	2	0	1	4	0	0	1	2	1	0	0	0	4	0	1	0	3	1	0	1	0	2	1	4	0	0	1	2	0	0	0	0	1	0	0	2	0	0	1	0	1	2	3	1	4	3	0	0	0	0	0	0	10	2	0	1	4	0	0	0	0	1	1	3	2	2	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	2	0	0	0	2	1	2	1	0	0	1	0	1	4	0	3	0	3	0	0	2	1	0	0	0	0	2	0	2	1	6	1	0	1	0	0	1	1	1	0
Of Quills and Quibbles	3	2	3	1	3	0	3	2	2	2	1	6	2	3	2	2	0	2	7	2	3	12	0	1	4	3	1	2	4	1	1	3	2	3	26	0	3	0	0	1	3	2	0	4	1	3	3	1	1	0	1	3	7	2	2	3	1	3	1	2	3	3	2	2	3	2	3	2	0	2	0	1	0	0	5	2	2	4	2	2	3	1	9	3	0	0	0	4	2	5	0	3	2	0	2	2	2	0	1	0	0	1	0	1	0	1	7	1	0	2	1	0	1	4	0	1	0	2	0	2	2	0	1	1	0	4	2	0	3	4	2	0	2	1	0	1	3	0	1	0	0	1	1	3	0	1	6	0	2	3	1	0	3	3	4	0	0	2	0	3	2	2	3	5	1	1	2	1	2	1	0	6	4	2	1	1	5	6	2	2	1	0	1	0	0	1	1	1	1	1	0	6	2	6	3	1	0	2	1	0	0	0	1	0	7	0	0	0	1	2	1	2	0	4	0	4	6	2	0	2	3	0	0	2	3	1	0	1	2	1	1	0	3	1	3	2	1	0	3	0	1	0	0	1	1	1	0	0	0	2	0	2	4	0	1	0	0	0	2	1	0	1	0	4	1	2	6	0	1	1	0	2	1	0	1	1	3	0	3	0	0	3	2	3	0	0	1	0	1	0	2	4	2	0	1	0	0	1	2	4	1	1	3	6	0	0	1	4	0	0	2	1	0	0	3	1	1	0	0	2	0	3	0	0	0	1	0	0	3	2	0	0	1	1	0	0	2	0	0	0	5	2	1	4	2	0	1	0	0	0	1	2	0	2	0	0	0	9	0	0	1	0	0	1	1	0	1	4	3	0	0	0	0	1	0	0	0	0	1	2	0	2	0	0	0	3	1	2	1	2	2	0	0	3	0	1	0	2	2	2	1	1	1	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	0	3	0	4	5	3	0	0	6	2	4	1	0	0	1	0	0	1	2	0	0	1	0	1	0	2	1	0	3	1	0	1	1	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	4	0	0	1	1
Pass the salt, please!	4	2	6	4	0	5	4	1	3	10	0	8	0	2	6	11	1	3	1	4	18	5	5	3	3	7	18	7	0	3	2	2	1	3	5	1	0	15	1	1	0	4	3	5	3	5	12	1	3	1	2	16	5	5	4	1	0	2	2	0	12	2	4	3	1	3	2	3	5	6	0	4	1	4	1	1	1	0	1	4	2	4	0	0	2	0	4	7	3	0	8	2	4	2	0	10	1	5	1	2	0	1	1	1	1	2	0	0	3	2	0	1	1	1	50	0	1	1	3	4	2	19	4	3	1	3	7	1	6	1	4	3	8	3	0	3	0	1	8	0	9	3	3	6	0	2	6	0	3	2	3	2	0	0	0	1	0	0	4	4	3	2	1	0	1	2	1	6	3	0	1	2	2	3	3	7	0	1	1	0	2	19	5	4	1	2	5	1	2	1	1	0	1	1	1	1	1	1	1	1	3	1	1	0	1	0	0	1	0	2	4	4	0	1	1	11	2	2	0	2	1	3	0	2	0	1	0	0	0	0	0	0	3	1	6	3	0	0	11	3	10	1	0	1	1	0	0	0	1	3	0	1	0	0	0	5	6	1	0	0	0	4	2	1	0	0	7	2	0	0	3	0	1	2	2	0	2	2	1	2	2	2	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	1	0	3	2	0	0	0	1	0	0	2	1	1	1	0	2	1	3	0	0	7	4	2	6	0	0	0	0	0	2	2	0	0	3	1	2	2	0	0	0	0	8	0	1	4	2	0	0	0	1	0	0	1	0	1	0	0	1	1	2	2	0	0	0	2	0	0	1	0	2	2	1	1	0	2	0	0	1	2	2	2	0	3	0	3	0	1	3	0	0	1	0	0	0	0	3	4	0	0	0	0	0	0	3	2	2	1	1	0	0	0	0	1	0	6	0	1	0	1	0	1	2	1	0	1	1	3	0	0	2	0	2	4	0	0	2	5	3	0	0	0	1	1	0	0	2	7	0	1	0	0	1	4	0	0	0	3	0	0	0	0	0	3	0	1	0	0	0	6	6	0	2	1	2	1	2	0	2	0	5	0	3	2	0	1	0	10	0	0	0	0	0	3	1	4	0	6	2	0	3	4
FRAMPTON's	3	1	1	3	0	8	0	0	1	3	0	0	2	4	3	0	1	1	2	0	0	5	2	0	3	2	1	2	3	1	1	3	6	0	1	2	1	3	6	1	2	1	3	3	10	0	3	1	0	0	2	0	2	2	0	1	1	5	0	1	1	2	1	0	1	1	2	2	5	1	7	3	0	0	0	2	1	5	1	3	0	0	0	2	0	2	0	0	8	0	5	1	1	0	3	5	0	2	1	0	1	3	1	5	0	0	1	0	0	0	1	0	3	0	1	1	5	1	1	0	2	5	0	0	4	0	2	2	1	0	0	1	0	0	2	1	2	4	0	1	1	1	0	2	4	0	0	2	0	3	0	4	1	0	0	1	2	1	1	0	0	1	4	0	0	1	0	1	2	1	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	2	1	0	0	4	0	2	0	0	3	2	1	1	2	0	2	1	0	0	0	1	4	3	1	1	0	2	2	3	0	6	0	2	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	2	0	1	0	0	0	1	2	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	1	5	0	0	0	6	0	0	1	0	0	1	2	0	1	1	1	0	1	1	0	1	4	0	0	0	0	2	0	1	0	1	2	0	0	2	1	1	3	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	2	1	1	0	0	2	0	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	1	0	0	1	6	0	7	0	0	0	0	0	0	0	0	2	4	0	0	0	1	1	1	0	0	3	0	0	0	1	1	0	0	0	1	3	0	0	4	0	0	2	2	0	7	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	10	1	0	0	1	0	0	0	1	0	0	1	1	0	3	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	5	0	2	1	1	1	2	0	0	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1
The Memory Keeper	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	1	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	7	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Shut Up + Run	1	10	8	9	8	14	7	6	2	15	11	4	7	14	5	1	4	10	6	2	7	31	1	2	3	8	18	3	7	2	15	3	8	4	4	3	13	3	8	3	8	8	8	2	9	10	14	3	6	59	12	3	1	10	1	2	2	7	2	7	1	9	2	7	3	6	5	3	11	8	4	1	5	2	5	4	8	16	4	4	8	3	9	2	6	4	3	5	3	9	6	11	1	2	4	2	2	2	3	8	1	2	10	6	5	4	5	4	10	4	7	2	12	9	10	3	14	0	9	1	11	4	3	7	9	1	1	4	5	1	8	10	6	4	10	33	3	1	8	8	0	1	2	4	2	4	5	6	1	4	1	3	6	2	1	17	2	2	2	4	5	1	3	1	3	3	2	0	10	3	1	5	5	5	1	4	4	3	2	1	3	6	3	2	7	4	1	1	6	13	7	3	7	8	9	1	5	4	3	5	4	5	5	8	1	3	6	0	6	2	1	3	4	1	4	4	7	2	4	2	8	9	8	1	8	8	4	14	1	8	6	0	5	2	3	3	5	1	3	3	3	1	0	3	1	5	2	2	0	7	4	1	3	1	6	10	5	4	5	1	0	2	6	1	1	1	8	0	4	1	1	3	2	1	1	0	2	4	7	1	0	1	3	2	0	0	1	0	5	1	2	3	3	1	7	4	1	1	5	0	0	4	1	0	4	3	4	2	0	5	1	0	2	4	6	0	5	3	0	0	5	5	1	1	4	1	1	4	10	5	2	1	0	4	0	1	0	1	3	2	3	0	1	6	5	5	2	2	4	1	3	4	4	0	1	11	1	3	2	12	4	7	2	0	5	1	2	1	4	0	1	3	0	3	0	2	2	1	0	4	1	4	3	3	0	3	2	3	0	1	6	1	0	2	1	3	1	0	4	3	1	1	1	2	0	0	0	0	1	2	0	3	1	0	2	13	3	0	4	5	2	2	0	0	3	0	2	2	3	7	3	1	0	2	1	2	3	1	4	0	4	1	0	0	2	4	0	2	14	0	1	0	0	2	0	2	2	1	0	0	3	2	1	3	0	4	1	4	1	0	0	2	2	2	8	0	0	0	0	4	6	4	6	2	5	2	0	1	2	4	0	6	2	3	1	3	0	5	6	1
Mike and Sherri Morrissey	0	1	1	9	1	2	1	4	7	3	6	1	0	0	2	9	1	4	0	0	2	0	7	9	3	0	2	0	0	5	6	1	1	4	2	2	0	4	1	2	0	1	10	0	7	0	0	2	3	2	5	2	4	0	2	0	4	1	1	2	7	1	0	8	0	2	3	0	1	2	9	0	1	0	8	5	0	0	1	1	0	0	0	4	0	5	3	0	12	1	3	0	4	6	0	1	62	1	10	56	7	2	1	0	1	0	0	1	3	1	2	3	1	1	33	1	3	1	0	1	1	0	1	1	0	0	0	0	0	4	2	0	2	1	0	1	1	3	4	0	3	0	0	1	9	4	1	4	0	1	0	10	2	2	2	0	11	0	0	2	4	3	1	3	0	0	2	3	0	1	0	3	0	1	0	1	0	16	1	0	0	13	24	0	0	1	0	9	0	0	2	0	1	1	6	1	1	0	0	0	2	0	1	0	0	0	0	6	0	1	0	10	4	0	1	0	0	3	0	2	7	0	1	4	3	0	4	1	0	0	3	1	0	0	4	0	4	0	1	0	3	5	3	0	4	3	5	4	1	0	0	1	0	3	2	1	0	9	1	3	0	0	0	3	0	3	11	1	4	2	0	3	1	4	1	1	0	1	4	0	1	0	0	9	0	3	0	9	3	0	5	0	0	6	0	0	0	3	4	5	2	2	1	0	0	2	0	2	4	0	1	0	6	2	18	2	0	0	4	4	3	0	4	0	12	3	2	0	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	72	0	0	0	1	5	1	0	2	0	0	0	0	0	1	2	0	11	0	0	0	2	0	0	0	1	3	0	3	1	2	1	0	0	3	1	1	4	8	0	0	1	8	0	3	1	0	1	8	0	0	0	0	5	0	1	5	2	0	0	6	0	2	0	1	0	0	0	0	0	0	0	2	0	13	1	1	0	0	1	1	3	6	0	0	0	1	0	0	0	1	3	1	0	1	0	0	0	1	0	0	7	0	1	0	2	2	0	1	3	6	1	0	1	1	0	4	0	0	0	0	1	1	0	0	1	0	0	0	0	1	10	0	0	0	0	1	3	0	0	2	0	0	0	0	0	1	0	0	1	1	0
Barlow Grandkids	0	0	1	0	1	3	1	0	2	0	0	0	0	0	0	0	0	1	3	3	1	1	1	1	0	0	0	1	0	1	1	4	6	0	0	1	0	0	0	1	0	3	1	0	2	0	10	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	7	3	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	2	0	0	1	0	2	0	0	2	0	0	2	1	0	0	0	0	0	3	4	0	0	1	0	1	1	0	2	1	0	2	1	1	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	1	1	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	2	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	3	2	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	2	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Heinestien	3	0	0	0	1	3	3	0	0	1	1	3	0	1	1	4	3	0	0	3	1	0	1	5	0	1	1	2	0	3	0	2	8	5	1	3	2	11	0	1	0	1	2	0	0	0	0	0	1	2	3	0	1	2	1	0	1	1	3	0	2	1	5	5	2	0	0	0	0	0	2	0	0	0	4	1	3	1	0	1	0	3	0	3	0	0	3	2	0	0	4	3	0	0	1	3	0	0	0	3	5	1	0	2	1	0	1	1	1	0	5	2	0	0	4	2	1	0	0	5	0	1	0	1	2	4	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	2	1	3	0	1	5	2	0	4	2	0	0	0	1	1	2	1	0	0	1	1	2	0	0	1	1	1	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	5	1	2	5	1	0	0	1	0	1	0	5	0	0	18	0	1	0	1	2	0	5	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	3	4	0	0	0	3	0	0	0	3	5	4	0	3	0	0	1	0	0	0	4	0	0	4	4	1	4	0	1	0	0	0	18	2	0	0	0	0	3	2	8	1	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	1	0	5	0	2	1	1	0	0	0	3	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	1	0	0	1	0	2	0	4	4	0	0	1	1	0	3	1	1	0	0	0	0	0	0	0	1	1	2	0	2	0	1	0	1	0	1	0	1	0	2	0	0	3	1	1	14	0	0	19	1	0	2	0	0	0	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	7	1	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	3	1	2	0	2	0	0	0	1	0	0	3
velo club moulin	7	5	3	4	48	3	2	4	8	2	5	1	0	6	5	4	6	8	6	4	1	16	2	8	11	4	10	2	1	1	2	9	2	6	5	10	0	9	11	6	26	9	2	4	4	6	6	3	6	14	1	2	5	4	2	8	3	6	1	8	0	8	5	1	2	4	2	5	3	2	2	6	4	2	2	3	5	4	8	0	2	2	6	2	8	7	3	0	0	4	0	8	2	0	3	4	0	6	3	12	2	1	10	2	0	6	1	2	3	4	12	2	1	9	0	2	5	1	4	2	0	17	7	6	11	4	9	20	0	2	3	3	2	3	0	9	2	8	2	4	1	1	2	13	0	3	1	3	1	5	0	0	2	0	2	14	12	2	1	0	5	5	8	0	1	24	1	1	4	1	5	30	6	5	0	6	2	0	0	4	4	2	2	0	1	4	2	2	2	10	2	2	2	8	3	5	2	2	0	17	1	3	2	0	3	1	1	2	2	4	3	0	7	2	6	2	1	0	1	4	30	2	8	0	4	1	1	3	0	3	7	2	10	0	4	16	2	8	3	0	3	2	4	1	4	4	1	7	0	2	1	6	0	4	3	0	0	0	5	0	3	0	4	3	0	0	2	0	5	2	1	1	2	0	0	1	0	1	4	6	2	1	2	8	4	0	0	1	0	0	0	0	6	5	2	0	2	0	0	1	15	9	1	2	3	1	2	1	0	1	0	4	1	1	0	0	3	3	1	0	1	0	0	0	6	0	2	1	4	1	2	3	1	1	0	1	4	0	0	0	0	1	0	9	1	3	2	0	3	1	2	6	1	0	9	12	15	3	0	1	0	3	14	3	3	4	6	0	2	2	2	0	0	5	1	9	1	0	1	0	2	1	0	0	0	0	1	0	0	5	0	46	3	1	7	0	0	0	1	4	17	1	1	8	13	4	0	0	0	1	0	1	0	5	4	18	2	0	8	1	1	0	0	0	0	0	1	9	1	1	0	0	0	0	0	2	1	2	0	1	1	4	0	2	2	2	0	2	0	0	1	1	2	0	21	1	0	0	1	3	1	3	4	0	0	1	4	1	0	0	0	4	2	2	2	0	0	4	0	1	0	0	8	2	3	0	2	1	1	0	0	1	1	2	1	1	2	0	0	1
